                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.2049,                0.81783,                0.90736,                 0.7133,                  0.875,                0.84191,                0.58259,                 1.2199,                0.97979,                0.87188,              0.0005051,              0.0005051,              0.0005051
                    153,                0.97795,                0.64271,                0.87084,                 0.7133,                  0.875,                0.84191,                0.58259,                 1.2199,                0.97979,                0.87188,              0.0004952,              0.0004952,              0.0004952
                    154,                0.94059,                0.64732,                 0.8886,                 0.7133,                  0.875,                0.84191,                0.58259,                 1.2199,                0.97979,                0.87188,              0.0004853,              0.0004853,              0.0004853
                    155,                 1.0401,                0.66513,                 0.9061,                 0.7133,                  0.875,                0.84191,                0.58259,                 1.2199,                0.97979,                0.87188,              0.0004754,              0.0004754,              0.0004754
                    156,                 1.1502,                0.76783,                0.92111,                 0.6912,                  0.875,                0.84627,                0.61489,                 1.1347,                0.91633,                0.86053,              0.0004655,              0.0004655,              0.0004655
                    157,                 1.1026,                0.69183,                0.89566,                 0.6912,                  0.875,                0.84627,                0.61489,                 1.1347,                0.91633,                0.86053,              0.0004556,              0.0004556,              0.0004556
                    158,                 1.7265,                0.75619,                0.92963,                 0.6912,                  0.875,                0.84627,                0.61489,                 1.1347,                0.91633,                0.86053,              0.0004457,              0.0004457,              0.0004457
                    159,                 1.4559,                0.72824,                0.89768,                 0.6912,                  0.875,                0.84627,                0.61489,                 1.1347,                0.91633,                0.86053,              0.0004358,              0.0004358,              0.0004358
                    160,                 1.7531,                0.81266,                0.92328,                0.69027,                0.91071,                0.83733,                0.61206,                 1.1236,                0.88048,                0.86084,              0.0004259,              0.0004259,              0.0004259
                    161,                 1.1818,                0.68201,                0.88342,                0.69027,                0.91071,                0.83733,                0.61206,                 1.1236,                0.88048,                0.86084,               0.000416,               0.000416,               0.000416
                    162,                 0.9805,                0.65063,                0.88978,                0.69027,                0.91071,                0.83733,                0.61206,                 1.1236,                0.88048,                0.86084,              0.0004061,              0.0004061,              0.0004061
                    163,                0.98158,                 0.6444,                 0.8973,                0.69027,                0.91071,                0.83733,                0.61206,                 1.1236,                0.88048,                0.86084,              0.0003962,              0.0003962,              0.0003962
                    164,                 1.1841,                0.66101,                0.91359,                0.69209,                0.92322,                0.83687,                0.60237,                 1.1538,                0.84409,                 0.8628,              0.0003863,              0.0003863,              0.0003863
                    165,                 1.0139,                0.64881,                0.90568,                0.69209,                0.92322,                0.83687,                0.60237,                 1.1538,                0.84409,                 0.8628,              0.0003764,              0.0003764,              0.0003764
                    166,                0.99805,                0.61351,                0.88684,                0.69209,                0.92322,                0.83687,                0.60237,                 1.1538,                0.84409,                 0.8628,              0.0003665,              0.0003665,              0.0003665
                    167,                  1.026,                0.61081,                0.89512,                0.69209,                0.92322,                0.83687,                0.60237,                 1.1538,                0.84409,                 0.8628,              0.0003566,              0.0003566,              0.0003566
                    168,                0.99465,                0.62284,                0.87026,                0.68716,                0.91071,                0.84284,                0.57913,                 1.2305,                0.87407,                0.87045,              0.0003467,              0.0003467,              0.0003467
                    169,                0.94006,                0.60334,                0.88101,                0.68716,                0.91071,                0.84284,                0.57913,                 1.2305,                0.87407,                0.87045,              0.0003368,              0.0003368,              0.0003368
                    170,                 1.0496,                0.60422,                0.89999,                0.68716,                0.91071,                0.84284,                0.57913,                 1.2305,                0.87407,                0.87045,              0.0003269,              0.0003269,              0.0003269
                    171,                 1.1708,                 0.6748,                0.89191,                0.68716,                0.91071,                0.84284,                0.57913,                 1.2305,                0.87407,                0.87045,               0.000317,               0.000317,               0.000317
                    172,                 1.0704,                0.81652,                0.93445,                 0.7014,                0.92287,                0.83669,                0.56807,                 1.2543,                0.88222,                0.87289,              0.0003071,              0.0003071,              0.0003071
                    173,                0.99588,                0.59918,                0.87906,                 0.7014,                0.92287,                0.83669,                0.56807,                 1.2543,                0.88222,                0.87289,              0.0002972,              0.0002972,              0.0002972
                    174,                 1.0382,                0.67319,                 0.8872,                 0.7014,                0.92287,                0.83669,                0.56807,                 1.2543,                0.88222,                0.87289,              0.0002873,              0.0002873,              0.0002873
                    175,                 1.0011,                0.62972,                0.90385,                 0.7014,                0.92287,                0.83669,                0.56807,                 1.2543,                0.88222,                0.87289,              0.0002774,              0.0002774,              0.0002774
                    176,                 1.0444,                 0.5979,                0.89568,                0.70406,                0.92857,                0.83663,                0.58052,                 1.2103,                0.89602,                0.86736,              0.0002675,              0.0002675,              0.0002675
                    177,                 1.1395,                 0.7123,                0.87317,                0.70406,                0.92857,                0.83663,                0.58052,                 1.2103,                0.89602,                0.86736,              0.0002576,              0.0002576,              0.0002576
                    178,                 1.1342,                0.66136,                0.90052,                0.70406,                0.92857,                0.83663,                0.58052,                 1.2103,                0.89602,                0.86736,              0.0002477,              0.0002477,              0.0002477
                    179,                0.90896,                 0.6843,                0.87221,                0.70406,                0.92857,                0.83663,                0.58052,                 1.2103,                0.89602,                0.86736,              0.0002378,              0.0002378,              0.0002378
                    180,                0.96347,                0.64921,                0.86776,                0.73152,                0.92448,                0.83839,                0.59068,                 1.1592,                0.88058,                0.86311,              0.0002279,              0.0002279,              0.0002279
                    181,                 1.2448,                0.68944,                0.88308,                0.73152,                0.92448,                0.83839,                0.59068,                 1.1592,                0.88058,                0.86311,               0.000218,               0.000218,               0.000218
                    182,                0.84778,                0.60036,                0.85934,                0.73152,                0.92448,                0.83839,                0.59068,                 1.1592,                0.88058,                0.86311,              0.0002081,              0.0002081,              0.0002081
                    183,                 0.9648,                0.60536,                0.87428,                0.73152,                0.92448,                0.83839,                0.59068,                 1.1592,                0.88058,                0.86311,              0.0001982,              0.0001982,              0.0001982
                    184,                0.98585,                0.64944,                0.89376,                0.71633,                0.90193,                0.84476,                0.59906,                 1.1507,                0.83563,                0.86423,              0.0001883,              0.0001883,              0.0001883
                    185,                 1.0649,                0.62937,                0.87925,                0.71633,                0.90193,                0.84476,                0.59906,                 1.1507,                0.83563,                0.86423,              0.0001784,              0.0001784,              0.0001784
                    186,                 1.1538,                0.63459,                0.88667,                0.71633,                0.90193,                0.84476,                0.59906,                 1.1507,                0.83563,                0.86423,              0.0001685,              0.0001685,              0.0001685
                    187,                 1.1151,                0.63326,                0.86704,                0.71633,                0.90193,                0.84476,                0.59906,                 1.1507,                0.83563,                0.86423,              0.0001586,              0.0001586,              0.0001586
                    188,                 1.0304,                0.62069,                0.87522,                0.71929,                0.89286,                0.85063,                 0.5977,                 1.1514,                0.80127,                0.86475,              0.0001487,              0.0001487,              0.0001487
                    189,                 1.0578,                0.61525,                0.87697,                0.71929,                0.89286,                0.85063,                 0.5977,                 1.1514,                0.80127,                0.86475,              0.0001388,              0.0001388,              0.0001388
                    190,                 1.0413,                0.60456,                0.88659,                0.71929,                0.89286,                0.85063,                 0.5977,                 1.1514,                0.80127,                0.86475,              0.0001289,              0.0001289,              0.0001289
                    191,                 1.1485,                0.77805,                0.89785,                0.71929,                0.89286,                0.85063,                 0.5977,                 1.1514,                0.80127,                0.86475,               0.000119,               0.000119,               0.000119
                    192,                0.98436,                0.60566,                0.90068,                0.70353,                0.93232,                0.85303,                0.60314,                 1.1547,                0.79254,                 0.8641,              0.0001091,              0.0001091,              0.0001091
                    193,                 1.0619,                 0.6776,                0.86131,                0.70353,                0.93232,                0.85303,                0.60314,                 1.1547,                0.79254,                 0.8641,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                 1.0285,                0.64281,                0.86425,                0.70353,                0.93232,                0.85303,                0.60314,                 1.1547,                0.79254,                 0.8641,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                 1.0575,                0.62171,                0.89356,                0.70353,                0.93232,                0.85303,                0.60314,                 1.1547,                0.79254,                 0.8641,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                 1.0949,                0.67854,                0.89595,                0.71036,                0.91071,                0.85609,                0.60664,                 1.1632,                 0.7799,                0.86477,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                 1.0013,                0.62624,                0.86787,                0.71036,                0.91071,                0.85609,                0.60664,                 1.1632,                 0.7799,                0.86477,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                 1.0599,                0.60222,                0.90216,                0.71036,                0.91071,                0.85609,                0.60664,                 1.1632,                 0.7799,                0.86477,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.95626,                0.58468,                0.85782,                0.71036,                0.91071,                0.85609,                0.60664,                 1.1632,                 0.7799,                0.86477,               3.98e-05,               3.98e-05,               3.98e-05
                    200,                 1.0032,                0.60735,                0.88356,                0.72623,                0.89286,                0.85664,                0.60946,                 1.1589,                0.78771,                0.86486,               2.99e-05,               2.99e-05,               2.99e-05
