                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                 1.0838,                0.70191,                0.95664,                0.66741,                0.60129,                 0.6219,                0.39653,                 1.4392,                 1.2175,                 1.1911,              0.0005744,              0.0005744,              0.0005744
                    146,                 1.0985,                0.71972,                0.96169,                0.66457,                0.59375,                0.62247,                0.39831,                 1.4473,                 1.2229,                 1.1944,              0.0005645,              0.0005645,              0.0005645
                    147,                  1.093,                0.70441,                0.96033,                 0.6613,                0.60594,                 0.6272,                0.40389,                 1.4359,                 1.2213,                  1.189,              0.0005546,              0.0005546,              0.0005546
                    148,                 1.0808,                0.70978,                 0.9614,                0.67077,                 0.6056,                0.62826,                0.40461,                 1.4357,                 1.2167,                 1.1829,              0.0005447,              0.0005447,              0.0005447
                    149,                 1.1029,                0.71316,                0.96047,                 0.6857,                0.57598,                0.62062,                0.40056,                 1.4399,                 1.2303,                 1.1858,              0.0005348,              0.0005348,              0.0005348
                    150,                 1.0841,                0.70244,                0.95528,                0.67293,                0.59862,                 0.6267,                0.40271,                 1.4323,                 1.2184,                 1.1852,              0.0005249,              0.0005249,              0.0005249
                    151,                 1.0872,                0.70293,                 0.9602,                 0.6563,                0.60345,                0.61589,                0.39445,                 1.4404,                 1.2383,                 1.1873,               0.000515,               0.000515,               0.000515
                    152,                 1.0826,                0.71123,                0.95877,                0.68476,                0.58751,                0.62138,                0.39822,                 1.4494,                 1.2328,                  1.193,              0.0005051,              0.0005051,              0.0005051
                    153,                 1.0817,                0.69749,                0.95293,                0.67046,                0.59195,                0.61859,                 0.3953,                 1.4574,                 1.2412,                 1.2014,              0.0004952,              0.0004952,              0.0004952
                    154,                 1.0984,                0.70613,                0.95828,                0.68772,                0.58297,                0.62199,                0.39829,                 1.4499,                 1.2249,                 1.1935,              0.0004853,              0.0004853,              0.0004853
                    155,                 1.0768,                0.69376,                 0.9541,                0.68065,                0.59026,                0.61898,                0.39576,                 1.4531,                 1.2168,                 1.1921,              0.0004754,              0.0004754,              0.0004754
                    156,                 1.0718,                0.69824,                0.95326,                0.68698,                0.56995,                 0.6194,                0.39436,                 1.4494,                 1.2246,                 1.1915,              0.0004655,              0.0004655,              0.0004655
                    157,                 1.0865,                0.69291,                0.96559,                0.66761,                0.59052,                0.62055,                0.39528,                 1.4507,                 1.2248,                 1.1941,              0.0004556,              0.0004556,              0.0004556
                    158,                 1.0844,                 0.6926,                 0.9562,                0.70142,                0.57328,                0.62815,                0.40233,                 1.4473,                 1.2063,                 1.1878,              0.0004457,              0.0004457,              0.0004457
                    159,                 1.0748,                0.67755,                0.95548,                0.66865,                0.58513,                0.61541,                 0.3917,                  1.453,                 1.2252,                 1.1937,              0.0004358,              0.0004358,              0.0004358
                    160,                  1.067,                0.73188,                0.94787,                0.68272,                0.56466,                0.61685,                0.39559,                 1.4459,                 1.2258,                 1.1922,              0.0004259,              0.0004259,              0.0004259
                    161,                 1.0502,                0.67933,                0.94829,                0.68004,                0.57027,                0.61996,                0.39584,                 1.4443,                 1.2274,                 1.1894,               0.000416,               0.000416,               0.000416
                    162,                 1.0673,                0.68746,                0.95072,                0.67402,                0.57543,                 0.6198,                0.39523,                 1.4454,                 1.2214,                  1.189,              0.0004061,              0.0004061,              0.0004061
                    163,                 1.0534,                0.66695,                0.94627,                0.66022,                0.59465,                 0.6194,                0.39461,                 1.4542,                 1.2348,                 1.1951,              0.0003962,              0.0003962,              0.0003962
                    164,                 1.0674,                0.68368,                0.94834,                0.66146,                0.58944,                0.61624,                0.39223,                 1.4542,                 1.2353,                 1.1998,              0.0003863,              0.0003863,              0.0003863
                    165,                 1.0657,                0.68263,                0.94838,                 0.6682,                0.57543,                0.61582,                0.39325,                 1.4513,                 1.2234,                 1.1937,              0.0003764,              0.0003764,              0.0003764
                    166,                 1.0605,                0.67311,                 0.9547,                0.69141,                0.57328,                0.61715,                0.39362,                 1.4519,                 1.2303,                 1.1987,              0.0003665,              0.0003665,              0.0003665
                    167,                 1.0457,                0.66464,                0.94173,                0.65478,                0.58836,                0.61339,                0.39101,                 1.4621,                 1.2465,                 1.1995,              0.0003566,              0.0003566,              0.0003566
                    168,                 1.0424,                0.66646,                0.94476,                0.66135,                0.58405,                0.61614,                0.39296,                 1.4495,                 1.2462,                 1.1985,              0.0003467,              0.0003467,              0.0003467
                    169,                 1.0442,                0.68785,                0.94262,                0.68314,                0.56358,                0.61463,                0.39216,                 1.4574,                 1.2347,                 1.2042,              0.0003368,              0.0003368,              0.0003368
                    170,                 1.0472,                0.67391,                0.94203,                0.63441,                0.59277,                0.61131,                0.38938,                 1.4613,                  1.233,                 1.2016,              0.0003269,              0.0003269,              0.0003269
                    171,                 1.0717,                0.68217,                0.94769,                 0.6557,                0.58899,                0.61637,                0.39121,                 1.4537,                 1.2285,                  1.201,               0.000317,               0.000317,               0.000317
                    172,                 1.0513,                0.67299,                0.95428,                0.69513,                0.55774,                0.61436,                0.39262,                 1.4525,                 1.2448,                 1.2032,              0.0003071,              0.0003071,              0.0003071
                    173,                 1.0561,                0.74878,                0.94846,                0.66935,                0.57004,                0.60918,                 0.3916,                 1.4527,                 1.2525,                    1.2,              0.0002972,              0.0002972,              0.0002972
                    174,                 1.0263,                0.65213,                0.94137,                0.67482,                 0.5819,                0.61398,                0.39377,                 1.4534,                  1.244,                 1.1986,              0.0002873,              0.0002873,              0.0002873
                    175,                 1.0569,                0.66221,                0.95005,                 0.6643,                0.57759,                 0.6156,                0.39449,                 1.4514,                 1.2411,                 1.2038,              0.0002774,              0.0002774,              0.0002774
                    176,                 1.0471,                0.66013,                0.94464,                0.70307,                0.56133,                0.61852,                0.39384,                 1.4598,                 1.2314,                  1.208,              0.0002675,              0.0002675,              0.0002675
                    177,                 1.0514,                0.66117,                0.94602,                0.69389,                0.56573,                0.61384,                0.39325,                  1.459,                 1.2345,                 1.2061,              0.0002576,              0.0002576,              0.0002576
                    178,                 1.0485,                0.65914,                0.94904,                0.69851,                0.56466,                0.61404,                 0.3906,                 1.4605,                 1.2422,                 1.2047,              0.0002477,              0.0002477,              0.0002477
                    179,                 1.0259,                0.63957,                0.93956,                0.70982,                0.56681,                0.61555,                0.39035,                 1.4605,                  1.245,                  1.206,              0.0002378,              0.0002378,              0.0002378
                    180,                 1.0492,                 0.6709,                 0.9495,                0.70241,                0.56719,                0.61778,                 0.3918,                 1.4625,                 1.2445,                 1.2062,              0.0002279,              0.0002279,              0.0002279
                    181,                 1.0355,                0.65409,                0.93933,                0.69593,                0.56573,                0.61527,                 0.3918,                 1.4566,                 1.2429,                 1.2054,               0.000218,               0.000218,               0.000218
                    182,                 1.0488,                0.65692,                0.95544,                0.68942,                0.57168,                0.61765,                0.39194,                 1.4594,                 1.2434,                 1.2072,              0.0002081,              0.0002081,              0.0002081
                    183,                 1.0471,                0.66366,                0.94409,                0.68402,                0.57151,                0.61566,                 0.3926,                 1.4612,                 1.2486,                 1.2091,              0.0001982,              0.0001982,              0.0001982
                    184,                 1.0381,                0.65178,                0.94289,                 0.6687,                0.57651,                0.61278,                0.39208,                 1.4599,                 1.2508,                 1.2087,              0.0001883,              0.0001883,              0.0001883
                    185,                 1.0372,                0.74545,                0.93601,                 0.6655,                0.58082,                0.61721,                0.39209,                 1.4571,                 1.2474,                 1.2055,              0.0001784,              0.0001784,              0.0001784
                    186,                 1.0335,                0.65006,                0.93576,                0.66125,                0.58267,                0.61712,                0.39262,                 1.4629,                 1.2473,                 1.2097,              0.0001685,              0.0001685,              0.0001685
