                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                 1.9677,                0.86978,                 1.0116,                0.73244,                0.63339,                0.70495,                0.29572,                 2.1261,                0.83038,                 1.0077,              0.0009506,              0.0009506,              0.0009506
                    108,                 2.0371,                 0.8999,                 1.0045,                0.75825,                0.63959,                0.71717,                0.30326,                  2.095,                0.82574,                 1.0052,              0.0009407,              0.0009407,              0.0009407
                    109,                 2.0191,                0.90071,                 1.0529,                0.75825,                0.63959,                0.71717,                0.30326,                  2.095,                0.82574,                 1.0052,              0.0009308,              0.0009308,              0.0009308
                    110,                 2.1641,                0.92871,                 1.0166,                0.75825,                0.63959,                0.71717,                0.30326,                  2.095,                0.82574,                 1.0052,              0.0009209,              0.0009209,              0.0009209
                    111,                 2.0314,                0.89998,                0.99549,                0.75825,                0.63959,                0.71717,                0.30326,                  2.095,                0.82574,                 1.0052,               0.000911,               0.000911,               0.000911
                    112,                 2.2566,                0.96073,                0.99292,                 0.7517,                0.63137,                0.71359,                0.30625,                 2.0793,                0.82078,                 1.0045,              0.0009011,              0.0009011,              0.0009011
                    113,                 1.9919,                 0.8829,                  1.042,                 0.7517,                0.63137,                0.71359,                0.30625,                 2.0793,                0.82078,                 1.0045,              0.0008912,              0.0008912,              0.0008912
                    114,                 2.0767,                0.90568,                 1.0291,                 0.7517,                0.63137,                0.71359,                0.30625,                 2.0793,                0.82078,                 1.0045,              0.0008813,              0.0008813,              0.0008813
                    115,                 2.2003,                0.93675,                0.98752,                 0.7517,                0.63137,                0.71359,                0.30625,                 2.0793,                0.82078,                 1.0045,              0.0008714,              0.0008714,              0.0008714
                    116,                 2.0142,                0.92092,                 1.0424,                0.74354,                0.62353,                0.71184,                0.30654,                 2.0783,                0.82421,                 1.0042,              0.0008615,              0.0008615,              0.0008615
                    117,                 2.1337,                0.92484,                 1.0133,                0.74354,                0.62353,                0.71184,                0.30654,                 2.0783,                0.82421,                 1.0042,              0.0008516,              0.0008516,              0.0008516
                    118,                 1.9631,                0.90073,                 1.0117,                0.74354,                0.62353,                0.71184,                0.30654,                 2.0783,                0.82421,                 1.0042,              0.0008417,              0.0008417,              0.0008417
                    119,                 2.0586,                0.89658,                  1.024,                0.74354,                0.62353,                0.71184,                0.30654,                 2.0783,                0.82421,                 1.0042,              0.0008318,              0.0008318,              0.0008318
                    120,                  1.932,                0.86287,                 1.0152,                0.74894,                0.62745,                0.71211,                0.30643,                 2.0734,                0.82279,                 1.0024,              0.0008219,              0.0008219,              0.0008219
                    121,                 2.1995,                0.94042,                0.98791,                0.74894,                0.62745,                0.71211,                0.30643,                 2.0734,                0.82279,                 1.0024,               0.000812,               0.000812,               0.000812
                    122,                 2.1715,                0.94105,                0.99981,                0.74894,                0.62745,                0.71211,                0.30643,                 2.0734,                0.82279,                 1.0024,              0.0008021,              0.0008021,              0.0008021
                    123,                 2.1637,                0.94536,                0.98837,                0.74894,                0.62745,                0.71211,                0.30643,                 2.0734,                0.82279,                 1.0024,              0.0007922,              0.0007922,              0.0007922
                    124,                 1.9429,                0.88408,                 1.0143,                0.75894,                0.63529,                0.71675,                0.30496,                 2.0887,                0.82407,                  1.002,              0.0007823,              0.0007823,              0.0007823
                    125,                 2.2181,                0.95283,                0.99343,                0.75894,                0.63529,                0.71675,                0.30496,                 2.0887,                0.82407,                  1.002,              0.0007724,              0.0007724,              0.0007724
